170	171	5
171	516	5
171	517	7
171	375	5
173	198	5
173	254	8
173	278	17
173	255	7
173	914	8
173	915	18
173	174	21
173	556	6
173	708	8
173	281	13
173	672	8
173	917	7
173	710	6
173	918	6
174	198	6
174	914	8
174	915	19
174	916	7
175	1045	8
176	954	5
177	413	7
177	471	9
179	188	5
180	219	5
181	304	6
181	520	7
181	187	8
181	521	10
181	893	5
181	894	6
182	254	9
182	185	70
182	728	18
182	183	87
182	746	9
182	557	5
182	279	39
182	259	9
182	736	15
182	803	8
182	729	12
182	730	8
182	731	25
182	801	6
182	735	13
182	737	14
182	738	25
182	806	7
182	739	7
182	740	7
182	741	12
182	733	8
182	742	13
182	743	9
182	807	8
182	808	9
182	744	8
182	745	6
182	809	13
182	994	6
183	254	8
183	185	49
183	797	9
183	728	19
183	279	33
183	259	8
183	736	13
183	803	6
183	806	6
183	731	19
183	729	8
183	801	5
183	735	12
183	740	7
183	743	6
183	742	11
183	807	7
183	741	5
183	808	9
183	733	5
183	738	19
183	744	6
183	746	5
183	745	5
183	809	8
183	739	6
184	559	5
184	867	5
185	254	9
185	279	15
185	259	9
185	728	7
185	729	7
185	730	7
185	731	20
185	732	7
185	733	8
185	734	6
185	735	13
185	736	10
185	737	5
185	738	20
185	739	6
185	740	5
185	741	7
185	742	9
185	743	5
185	744	8
185	745	5
185	746	6
186	719	8
186	451	7
186	438	5
187	892	6
187	672	5
189	190	7
189	191	5
189	192	6
189	193	7
189	194	10
189	195	5
189	196	5
189	197	10
190	605	6
191	327	6
192	193	5
195	196	18
198	199	8
200	201	9
202	203	5
204	206	13
204	468	5
204	852	8
206	600	5
206	601	7
206	211	6
209	322	6
209	487	5
209	412	7
209	446	5
209	504	5
209	355	5
210	391	10
210	392	5
210	219	6
210	396	5
210	301	5
210	302	5
210	359	7
210	402	6
210	399	5
210	214	5
211	600	5
214	302	5
218	219	5
218	220	26
218	221	6
218	222	7
218	223	7
219	393	5
219	301	7
219	521	5
219	306	5
219	359	5
219	303	6
220	283	5
220	310	6
220	385	5
220	311	35
220	482	7
220	221	14
220	452	5
220	478	5
220	479	13
220	223	8
220	222	12
220	483	8
220	484	6
220	485	5
221	297	5
221	406	7
222	311	10
222	223	14
222	479	11
223	310	12
223	367	7
223	376	5
223	311	12
223	415	7
223	314	12
223	313	5
223	482	9
223	673	7
223	479	5
223	674	5
223	675	5
223	594	5
226	234	6
226	227	5
226	716	5
226	248	5
226	233	9
226	231	10
226	717	5
226	249	6
226	539	7
227	231	5
228	905	6
230	986	6
231	233	5
231	533	6
231	537	5
232	233	6
232	249	6
233	875	6
233	250	5
233	249	5
238	452	7
238	632	14
239	248	5
239	647	8
239	940	8
239	941	7
239	942	7
239	933	5
244	702	7
244	718	5
248	778	5
248	779	14
248	966	6
249	537	6
249	1105	7
249	1106	5
249	1107	7
252	588	5
252	1124	6
253	254	5
254	267	10
254	265	28
254	257	9
254	279	5
254	259	11
254	260	11
254	281	5
255	278	8
255	281	6
256	327	30
256	330	13
256	340	5
256	333	13
256	578	6
256	345	7
256	579	8
259	279	6
261	262	11
262	1011	5
262	1012	9
262	1013	8
263	324	5
263	272	6
263	274	6
264	265	26
264	280	5
264	271	7
265	277	7
267	723	5
268	272	5
270	1059	5
270	1071	5
276	318	9
276	380	5
276	463	5
278	670	7
278	671	6
278	281	8
278	672	7
279	728	10
279	808	7
279	809	5
280	1020	5
281	889	5
281	917	13
281	918	7
281	599	5
283	284	6
283	285	8
283	286	5
283	287	12
283	288	6
283	289	9
283	290	13
283	291	8
283	292	6
283	293	7
283	294	12
283	295	8
284	296	6
284	297	8
284	298	6
284	299	5
284	300	6
285	286	5
285	613	5
287	613	5
287	290	6
287	294	7
288	294	6
288	292	6
290	291	6
290	294	7
291	769	6
291	294	13
291	292	5
292	294	5
294	953	5
295	297	5
296	814	5
297	380	6
297	316	13
297	299	34
297	507	30
297	776	14
297	484	6
297	777	6
297	955	7
297	300	7
297	956	5
297	813	15
297	957	6
297	812	6
297	958	5
297	846	8
299	639	7
299	316	7
299	810	8
299	776	9
299	300	5
299	507	26
299	811	5
299	640	6
299	812	6
299	813	14
299	814	6
300	1110	6
301	303	6
301	507	8
302	430	9
304	520	6
304	521	5
306	463	5
306	631	7
306	632	6
306	633	9
306	634	8
306	635	7
306	636	9
306	637	6
306	452	5
306	638	5
306	390	5
308	309	8
310	311	12
310	312	5
310	313	7
310	314	6
311	367	5
311	376	6
311	478	7
311	479	7
311	314	6
313	314	5
314	596	6
314	478	5
314	597	5
314	479	8
314	482	6
314	523	5
315	317	5
316	507	7
316	777	14
317	1044	5
324	761	6
324	325	7
324	762	6
326	327	28
326	334	5
326	332	6
326	331	12
326	330	15
326	333	11
327	332	17
327	348	10
327	330	55
327	340	5
327	349	12
327	350	6
327	351	5
327	343	8
327	352	11
327	341	8
327	353	6
327	329	6
327	354	10
327	355	6
327	347	6
327	356	7
327	357	6
327	334	5
327	358	6
327	359	5
327	337	5
328	332	6
328	348	6
328	330	8
328	580	8
330	348	7
330	331	20
330	349	11
330	350	8
330	353	9
330	343	5
330	351	5
330	354	12
330	352	9
330	460	5
330	347	7
330	461	7
330	401	5
330	359	5
330	462	5
331	332	20
331	348	7
331	353	5
331	460	6
331	349	11
331	724	5
331	352	13
331	354	11
331	358	6
331	361	7
332	348	9
332	349	8
332	352	10
332	354	8
332	360	5
332	361	7
335	503	6
337	577	13
338	517	5
338	624	5
339	752	5
339	341	16
339	899	9
339	895	7
341	501	12
341	861	5
341	389	8
341	895	12
341	896	8
341	897	5
345	944	5
348	349	5
348	362	8
348	363	5
349	353	5
349	352	7
349	358	7
349	354	9
351	354	5
352	460	10
352	354	27
352	872	5
352	873	9
352	874	5
354	460	12
354	911	6
354	872	5
354	873	10
355	518	10
355	519	10
355	408	7
355	921	7
355	439	12
355	703	8
356	554	9
358	945	7
358	979	10
358	946	11
358	980	5
358	981	8
358	982	5
358	461	6
358	983	5
360	459	6
362	790	7
362	793	7
362	794	7
363	463	9
365	366	5
367	368	12
367	369	6
370	371	5
370	372	5
370	373	5
370	374	5
370	375	5
374	922	6
374	375	7
375	602	25
375	525	8
375	603	5
375	922	5
375	604	6
375	950	5
375	1005	5
375	1006	5
375	1007	10
375	522	8
375	523	5
376	377	5
377	912	5
378	379	5
380	381	7
380	382	5
380	383	5
380	384	6
381	783	5
387	388	21
387	425	6
388	425	5
389	661	5
389	501	21
389	664	10
389	663	10
389	561	6
389	880	6
389	881	5
389	749	6
389	882	5
389	750	5
389	883	5
390	449	17
390	452	5
391	392	9
391	397	5
391	402	5
393	404	5
393	526	5
401	929	5
403	506	10
403	507	6
405	507	8
406	506	9
406	478	5
406	507	14
406	776	7
406	838	5
408	439	6
409	412	5
412	488	8
412	446	5
413	472	8
413	473	6
413	474	5
416	474	6
416	476	8
420	421	5
425	510	7
431	475	6
435	456	6
444	475	7
452	632	5
461	946	6
463	464	5
465	466	5
466	989	5
467	468	8
468	559	5
468	614	6
468	615	6
468	616	7
468	617	5
469	470	5
472	473	5
479	763	5
479	597	5
479	764	5
479	594	5
480	481	5
485	789	6
487	488	5
488	511	5
488	512	6
489	649	5
489	720	5
490	491	5
491	920	5
492	493	5
493	1053	6
494	495	8
496	497	5
498	499	5
501	661	14
501	662	5
501	561	5
501	663	9
501	664	6
501	665	5
502	503	7
505	506	9
505	507	11
505	508	6
506	776	12
507	639	5
507	813	25
507	777	5
507	776	25
507	839	15
507	840	10
507	841	5
507	784	10
507	811	5
507	842	10
507	843	5
507	844	7
507	845	9
507	810	6
507	812	19
507	814	9
507	838	7
507	846	15
507	847	6
507	848	5
507	849	5
507	850	5
507	652	5
508	684	5
514	685	6
514	686	6
516	517	5
518	519	5
520	853	6
520	854	7
520	521	6
522	1007	6
523	1111	10
524	525	5
525	602	8
525	605	15
525	606	6
525	607	17
525	608	7
525	603	6
525	609	6
525	610	8
525	611	6
525	612	5
530	557	6
530	532	5
530	535	5
532	1070	5
533	537	8
537	539	20
537	1010	5
539	1010	7
540	541	10
542	543	14
542	544	6
544	652	5
545	795	9
545	796	5
547	692	6
547	765	6
547	693	10
548	549	5
550	551	7
550	553	5
553	1074	7
554	768	12
555	556	17
555	708	17
556	708	22
557	655	5
557	558	21
557	667	9
558	666	9
558	569	7
558	655	5
558	667	14
558	952	7
558	660	5
559	560	6
559	561	5
559	562	15
559	563	5
559	564	6
559	565	7
559	566	6
559	567	7
559	568	7
559	569	7
559	570	12
559	571	5
560	565	6
560	655	5
560	660	5
560	569	6
561	884	5
561	885	9
564	565	8
565	655	9
565	656	11
565	657	8
565	658	6
565	659	6
568	570	9
569	570	8
569	571	10
569	655	11
569	660	12
570	571	8
570	660	7
571	655	6
571	660	10
573	574	5
578	579	6
581	582	5
581	583	5
584	585	5
586	587	6
597	910	6
598	599	5
599	917	5
602	603	5
602	604	8
603	753	5
603	754	5
605	913	5
606	626	6
606	627	5
607	610	5
617	709	7
617	787	5
618	619	5
628	629	5
628	630	5
632	633	5
633	855	5
635	636	14
639	640	5
640	810	5
640	814	5
641	642	7
642	643	5
642	645	6
642	644	7
642	646	6
642	647	6
642	648	5
643	644	8
644	645	7
647	666	6
647	933	9
647	941	10
647	940	18
647	942	12
647	951	7
649	650	9
651	652	5
651	653	6
651	654	7
652	943	5
652	654	5
653	943	5
653	654	12
654	943	5
654	964	6
654	965	11
655	660	9
657	659	9
663	860	5
663	861	6
664	747	7
664	749	6
664	748	5
664	750	6
666	667	6
666	668	5
667	963	7
667	991	6
668	935	6
668	1001	5
668	1028	5
668	1002	6
668	939	7
668	1029	6
668	936	6
668	1030	6
668	938	12
668	1031	7
668	1032	9
668	1033	6
668	1034	8
670	859	11
670	919	17
675	782	5
676	677	5
678	679	5
680	681	32
680	682	5
683	684	7
684	691	5
684	821	22
684	925	6
684	926	6
684	822	10
684	824	12
684	825	7
684	927	8
684	928	8
685	686	6
692	693	10
692	694	8
692	695	5
693	695	5
695	751	6
696	701	5
697	703	9
697	771	6
698	821	5
698	898	6
698	900	6
698	901	5
700	771	6
701	704	5
702	837	5
703	1054	9
703	771	12
703	704	8
704	705	9
707	717	5
707	962	5
708	916	5
711	712	7
714	715	5
717	962	6
721	722	8
725	726	6
725	727	7
728	732	5
728	797	11
728	802	9
728	798	8
728	803	12
728	804	6
728	805	5
729	730	7
731	736	6
731	737	7
731	738	13
731	739	6
731	809	6
731	745	5
732	797	7
732	734	16
734	797	6
735	742	6
736	738	5
737	738	6
738	744	6
738	1104	5
739	745	5
743	1073	6
747	748	5
748	861	5
748	749	6
749	861	7
751	1116	5
753	754	7
756	757	6
759	760	7
766	767	5
771	1054	19
771	993	5
772	773	5
774	775	9
776	888	6
776	812	5
776	846	5
778	779	5
778	780	7
780	1056	5
781	782	5
783	784	5
784	846	8
784	814	5
785	786	6
790	791	6
790	792	7
790	793	7
790	794	8
791	792	5
791	794	7
792	793	5
792	794	7
793	794	7
797	798	10
797	799	5
797	800	8
797	801	5
798	800	8
810	849	5
810	814	5
812	813	6
813	846	6
814	849	5
814	850	7
814	846	5
815	816	5
817	818	5
819	820	5
821	822	6
821	823	7
821	824	7
821	825	6
824	825	5
826	827	6
830	831	6
830	832	5
833	834	5
835	836	5
839	931	6
839	840	13
839	844	8
839	841	7
839	847	5
846	849	5
847	930	5
848	1113	5
856	857	5
857	1055	6
858	859	5
859	919	11
860	861	5
862	863	6
863	932	5
863	1087	5
863	1088	6
863	1089	5
868	869	5
870	871	6
872	959	6
876	877	5
886	887	5
890	891	5
892	978	18
900	901	5
901	987	5
901	988	5
903	904	8
906	907	6
908	909	6
914	915	5
915	916	8
917	973	7
920	1078	5
922	923	5
923	1115	6
925	926	6
930	931	6
932	933	5
932	934	8
933	940	9
933	941	8
933	942	8
934	1021	6
935	936	6
935	937	5
935	938	5
935	939	6
936	937	6
936	1032	8
936	1118	5
936	1119	5
936	1033	8
936	1034	5
937	939	5
938	939	5
938	1117	5
938	1021	6
938	1030	6
940	941	7
940	942	7
941	942	7
945	946	6
946	983	5
946	1098	5
947	948	7
949	950	5
953	1027	5
960	961	5
964	965	5
967	968	9
967	969	9
968	969	7
968	970	5
969	970	5
971	972	6
974	975	10
974	976	5
974	977	5
975	977	13
975	976	5
979	980	5
981	1099	7
984	985	5
987	988	15
989	990	5
990	1036	10
992	993	5
995	996	12
997	998	5
998	999	10
998	1000	7
998	1114	10
999	1000	5
1001	1002	5
1002	1041	5
1002	1042	5
1002	1046	5
1002	1047	5
1003	1004	6
1008	1072	9
1014	1015	8
1014	1016	7
1014	1017	5
1014	1018	6
1015	1048	5
1015	1052	5
1016	1048	12
1022	1023	5
1022	1024	9
1024	1112	8
1025	1026	9
1026	1094	6
1032	1033	6
1032	1034	6
1033	1034	5
1035	1036	9
1037	1038	5
1039	1040	5
1041	1042	14
1041	1043	8
1048	1049	7
1048	1050	5
1048	1051	5
1048	1052	5
1050	1060	5
1057	1058	7
1061	1062	8
1062	1075	6
1063	1064	8
1065	1066	6
1065	1067	5
1065	1068	5
1065	1069	5
1066	1069	9
1067	1086	5
1076	1077	5
1079	1080	6
1079	1081	5
1082	1083	6
1084	1085	9
1087	1088	5
1090	1091	5
1092	1093	6
1095	1096	5
1100	1101	11
1102	1103	8
1108	1109	5
1120	1121	6
1122	1123	7
